customer_id,sex,is_married,event_time,email,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-plus,n_days_active
C12824,1,0,2024-05-02T13:43:30.167Z,joseph11@example.net,0,0,0,0,0,1,0.6047945205479452
C12825,0,0,2024-05-02T13:43:30.168Z,mstevenson@example.org,0,0,1,0,0,0,0.7178082191780821
C12826,1,0,2024-05-02T13:43:30.169Z,marilyn96@example.org,0,0,1,0,0,0,0.28219178082191787
C12827,1,0,2024-05-02T13:43:30.169Z,grantcatherine@example.com,0,1,0,0,0,0,0.22328767123287663
C12828,1,1,2024-05-02T13:43:30.170Z,jacobsraymond@example.org,0,0,0,0,0,1,0.9349315068493151
C12829,0,1,2024-05-02T13:43:30.171Z,greenjeffrey@example.com,0,0,0,0,0,1,0.8684931506849316
C12830,0,0,2024-05-02T13:43:30.171Z,sarah23@example.com,0,0,0,0,0,1,0.5472602739726027
C12831,1,1,2024-05-02T13:43:30.172Z,carmenwalker@example.com,1,0,0,0,0,0,0.1698630136986301
C12832,0,0,2024-05-02T13:43:30.173Z,kevin48@example.net,0,0,0,0,1,0,0.22876712328767135
C12833,0,1,2024-05-02T13:43:30.173Z,sbrooks@example.org,0,0,1,0,0,0,0.5205479452054795
C12834,1,0,2024-05-02T13:43:30.174Z,stephenprice@example.org,0,0,0,0,0,1,0.05410958904109586
C12835,1,0,2024-05-02T13:43:30.175Z,brandy31@example.net,0,0,0,0,1,0,0.741095890410959
C12836,0,0,2024-05-02T13:43:30.175Z,patelkimberly@example.org,0,0,1,0,0,0,0.8938356164383563
C12837,0,1,2024-05-02T13:43:30.176Z,brianna94@example.net,0,0,0,0,1,0,0.7075342465753425
C12838,1,0,2024-05-02T13:43:30.176Z,zking@example.com,0,0,1,0,0,0,0.45890410958904115
C12839,0,1,2024-05-02T13:43:30.177Z,jenniferwilkins@example.net,1,0,0,0,0,0,0.239041095890411
C12840,0,0,2024-05-02T13:43:30.177Z,taylorelizabeth@example.org,0,0,0,0,0,1,0.21986301369863015
C12841,1,1,2024-05-02T13:43:30.178Z,dereksanchez@example.org,0,1,0,0,0,0,0.7787671232876712
C12842,1,1,2024-05-02T13:43:30.179Z,ulee@example.net,0,0,0,0,0,1,0.8582191780821917
C12843,0,1,2024-05-02T13:43:30.179Z,emccullough@example.org,0,0,0,0,0,1,0.1404109589041096
C12844,1,0,2024-05-02T13:43:30.180Z,charlesrogers@example.org,0,0,0,0,1,0,0.5527397260273972
C12845,1,1,2024-05-02T13:43:30.181Z,wgonzalez@example.net,0,0,0,0,0,1,0.3815068493150686
C12846,0,0,2024-05-02T13:43:30.181Z,susanhardin@example.net,0,0,0,0,1,0,0.18767123287671228
C12847,1,0,2024-05-02T13:43:30.182Z,hwilkinson@example.com,0,0,0,0,1,0,0.8732876712328768
C12848,1,1,2024-05-02T13:43:30.183Z,wilcoxjennifer@example.org,1,0,0,0,0,0,0.3178082191780822
C12849,0,1,2024-05-02T13:43:30.183Z,ykelly@example.org,0,0,0,1,0,0,0.20547945205479445
C12850,1,0,2024-05-02T13:43:30.184Z,kdecker@example.org,0,0,0,0,0,1,0.6232876712328768
C12851,1,0,2024-05-02T13:43:30.185Z,ktucker@example.com,0,0,0,0,1,0,0.20479452054794534
C12852,1,1,2024-05-02T13:43:30.185Z,desiree54@example.com,0,0,0,0,1,0,0.9109589041095891
C12853,1,1,2024-05-02T13:43:30.186Z,john48@example.net,0,0,0,1,0,0,0.4691780821917808
C12854,1,0,2024-05-02T13:43:30.186Z,gcruz@example.com,0,0,0,1,0,0,0.7356164383561643
C12855,1,1,2024-05-02T13:43:30.187Z,watkinsalexandra@example.org,0,0,0,1,0,0,0.7404109589041097
C12856,0,1,2024-05-02T13:43:30.188Z,jenniferthomas@example.org,0,0,0,0,1,0,0.6876712328767123
C12857,0,1,2024-05-02T13:43:30.188Z,cookerin@example.org,0,0,0,0,1,0,0.14109589041095894
C12858,1,0,2024-05-02T13:43:30.189Z,ucombs@example.com,0,0,0,0,0,0,0.9746575342465755
C12859,1,1,2024-05-02T13:43:30.190Z,michaelscott@example.com,1,0,0,0,0,0,0.6630136986301369
C12860,1,0,2024-05-02T13:43:30.191Z,xrobertson@example.org,0,1,0,0,0,0,0.5506849315068494
C12861,0,0,2024-05-02T13:43:30.191Z,fle@example.org,0,1,0,0,0,0,0.7972602739726027
C12862,1,1,2024-05-02T13:43:30.192Z,chenstephen@example.com,1,0,0,0,0,0,0.11575342465753424
C12863,1,1,2024-05-02T13:43:30.192Z,phawkins@example.com,1,0,0,0,0,0,0.9664383561643834
C12864,0,0,2024-05-02T13:43:30.193Z,thomasdavid@example.com,0,0,1,0,0,0,0.47945205479452047
C12865,1,1,2024-05-02T13:43:30.193Z,jasonboyer@example.com,0,1,0,0,0,0,0.7102739726027398
C12866,1,1,2024-05-02T13:43:30.194Z,ybean@example.org,0,1,0,0,0,0,0.6465753424657534
C12867,0,1,2024-05-02T13:43:30.195Z,darrell47@example.net,0,0,0,0,0,1,0.6547945205479453
C12868,0,1,2024-05-02T13:43:30.195Z,christine87@example.net,1,0,0,0,0,0,0.489041095890411
C12869,1,0,2024-05-02T13:43:30.196Z,harrisonallen@example.net,0,0,0,0,1,0,0.6075342465753424
C12870,1,0,2024-05-02T13:43:30.197Z,saraholland@example.org,0,1,0,0,0,0,0.08767123287671241
C12871,1,0,2024-05-02T13:43:30.198Z,shawn92@example.org,0,0,0,1,0,0,0.5821917808219179
C12872,1,1,2024-05-02T13:43:30.199Z,tyroneterrell@example.net,0,0,0,0,1,0,0.5047945205479452
C12873,1,1,2024-05-02T13:43:30.200Z,qmartinez@example.com,0,0,0,0,1,0,0.4212328767123288
C12874,0,1,2024-05-02T13:43:30.200Z,tamaraferguson@example.com,0,0,1,0,0,0,0.00068493150684934
C12875,0,0,2024-05-02T13:43:30.201Z,waltershawna@example.net,0,0,0,0,0,1,0.7246575342465753
C12876,0,0,2024-05-02T13:43:30.202Z,bakertroy@example.net,1,0,0,0,0,0,0.6267123287671232
C12877,0,0,2024-05-02T13:43:30.202Z,edwardwilliams@example.org,0,0,1,0,0,0,0.13904109589041092
C12878,1,1,2024-05-02T13:43:30.203Z,johnsonsarah@example.com,0,1,0,0,0,0,0.784931506849315
C12879,1,1,2024-05-02T13:43:30.204Z,amandakaiser@example.net,1,0,0,0,0,0,0.09931506849315075
C12880,0,0,2024-05-02T13:43:30.205Z,brios@example.org,0,0,1,0,0,0,0.25958904109589054
C12881,0,0,2024-05-02T13:43:30.205Z,ismith@example.org,0,0,0,1,0,0,0.8643835616438356
C12882,0,1,2024-05-02T13:43:30.206Z,jamie06@example.org,0,0,0,1,0,0,0.5178082191780822
C12883,0,0,2024-05-02T13:43:30.206Z,christine89@example.net,0,0,0,1,0,0,0.9513698630136989
C12884,0,1,2024-05-02T13:43:30.207Z,stephanietorres@example.com,0,1,0,0,0,0,0.8821917808219177
C12885,0,0,2024-05-02T13:43:30.208Z,jesseperkins@example.com,0,0,0,0,0,1,0.9356164383561643
C12886,0,0,2024-05-02T13:43:30.209Z,kevin58@example.net,0,0,0,0,1,0,0.7123287671232876
C12887,1,1,2024-05-02T13:43:30.209Z,kanderson@example.org,0,0,0,0,1,0,0.27260273972602733
C12888,1,0,2024-05-02T13:43:30.210Z,rjames@example.net,1,0,0,0,0,0,0.3719178082191781
C12889,0,1,2024-05-02T13:43:30.211Z,gregory97@example.com,0,0,0,0,0,1,0.16849315068493143
C12890,0,0,2024-05-02T13:43:30.211Z,ywaters@example.com,0,1,0,0,0,0,0.8342465753424657
C12891,1,0,2024-05-02T13:43:30.212Z,gary39@example.com,0,0,0,0,1,0,0.9465753424657533
C12892,0,1,2024-05-02T13:43:30.213Z,reyesadam@example.org,0,0,0,0,1,0,0.5890410958904111
C12893,1,1,2024-05-02T13:43:30.214Z,sgarcia@example.org,0,0,0,1,0,0,0.1547945205479453
C12894,1,0,2024-05-02T13:43:30.214Z,davidphillips@example.com,0,0,0,0,0,1,0.6349315068493151
C12895,0,0,2024-05-02T13:43:30.215Z,ymay@example.com,0,0,0,1,0,0,0.05890410958904102
C12896,1,0,2024-05-02T13:43:30.216Z,hunterjennifer@example.com,0,0,1,0,0,0,0.33082191780821923
C12897,0,0,2024-05-02T13:43:30.216Z,davidgrant@example.net,0,0,1,0,0,0,0.31986301369863024
C12898,1,1,2024-05-02T13:43:30.217Z,anthonydaniels@example.net,0,1,0,0,0,0,0.2917808219178082
C12899,1,1,2024-05-02T13:43:30.217Z,earlhouston@example.org,0,0,0,0,0,1,0.06301369863013706
C12900,1,0,2024-05-02T13:43:30.218Z,jasmin68@example.net,0,0,0,0,0,1,0.13013698630136994
C12901,1,0,2024-05-02T13:43:30.219Z,bergjoshua@example.org,0,0,0,0,0,1,0.5068493150684932
C12902,1,1,2024-05-02T13:43:30.220Z,ichristian@example.org,0,0,0,0,1,0,0.1349315068493151
C12903,1,1,2024-05-02T13:43:30.220Z,abbottpeter@example.org,1,0,0,0,0,0,0.07808219178082187
C12904,1,0,2024-05-02T13:43:30.221Z,lauren62@example.com,0,0,0,0,0,1,0.273972602739726
C12905,0,1,2024-05-02T13:43:30.222Z,toddramirez@example.net,0,0,1,0,0,0,0.6000000000000001
C12906,1,0,2024-05-02T13:43:30.222Z,richard13@example.org,0,0,0,0,1,0,0.7184931506849315
C12907,1,0,2024-05-02T13:43:30.223Z,hughesvincent@example.org,0,0,0,0,0,1,0.8883561643835616
C12908,0,1,2024-05-02T13:43:30.224Z,ashley28@example.org,0,1,0,0,0,0,0.6636986301369863
C12909,1,1,2024-05-02T13:43:30.224Z,nathanwilliamson@example.com,0,0,0,1,0,0,0.3376712328767124
C12910,0,1,2024-05-02T13:43:30.225Z,xfletcher@example.org,0,0,0,1,0,0,0.9883561643835619
C12911,0,0,2024-05-02T13:43:30.226Z,scottnancy@example.com,0,1,0,0,0,0,0.5527397260273972
C12912,0,1,2024-05-02T13:43:30.226Z,anthony10@example.org,0,0,1,0,0,0,0.7417808219178081
C12913,1,0,2024-05-02T13:43:30.227Z,erin19@example.org,0,0,0,1,0,0,0.7589041095890412
C12914,0,0,2024-05-02T13:43:30.227Z,whall@example.com,1,0,0,0,0,0,0.4876712328767123
C12915,1,1,2024-05-02T13:43:30.228Z,jessica47@example.com,0,0,0,1,0,0,0.40753424657534243
C12916,0,1,2024-05-02T13:43:30.229Z,courtney28@example.net,0,0,0,0,0,1,0.10547945205479459
C12917,1,0,2024-05-02T13:43:30.230Z,ryoung@example.org,0,0,1,0,0,0,0.7109589041095892
C12918,1,1,2024-05-02T13:43:30.230Z,andrewsdeanna@example.com,0,0,0,1,0,0,0.43150684931506844
C12919,0,0,2024-05-02T13:43:30.231Z,mandy68@example.net,0,1,0,0,0,0,0.45479452054794534
C12920,1,1,2024-05-02T13:43:30.232Z,nolsen@example.net,0,0,0,0,0,1,0.5678082191780822
C12921,1,0,2024-05-02T13:43:30.232Z,kristenfletcher@example.net,1,0,0,0,0,0,0.3972602739726028
C12922,1,1,2024-05-02T13:43:30.233Z,qclayton@example.org,1,0,0,0,0,0,0.10205479452054789
C12923,1,0,2024-05-02T13:43:30.234Z,obell@example.org,1,0,0,0,0,0,0.16095890410958913
C12924,1,1,2024-05-02T13:43:30.234Z,udennis@example.org,0,0,0,0,1,0,0.5027397260273974
C12925,0,0,2024-05-02T13:43:30.235Z,xroach@example.net,0,0,0,0,0,1,0.9486301369863015
C12926,0,1,2024-05-02T13:43:30.236Z,hannah59@example.net,1,0,0,0,0,0,0.9034246575342466
C12927,0,1,2024-05-02T13:43:30.236Z,asmith@example.org,0,0,1,0,0,0,0.20205479452054798
C12928,1,1,2024-05-02T13:43:30.237Z,kellymurphy@example.com,0,1,0,0,0,0,0.6349315068493151
C12929,1,0,2024-05-02T13:43:30.238Z,gonzalezamber@example.com,0,0,0,0,1,0,0.3013698630136987
C12930,1,1,2024-05-02T13:43:30.238Z,john48@example.net,0,1,0,0,0,0,0.1589041095890411
C12931,0,0,2024-05-02T13:43:30.239Z,jeremymichael@example.com,0,0,0,1,0,0,0.33630136986301373
C12932,0,0,2024-05-02T13:43:30.239Z,srivas@example.com,1,0,0,0,0,0,0.7315068493150685
C12933,1,0,2024-05-02T13:43:30.240Z,yhines@example.com,1,0,0,0,0,0,0.2883561643835617
C12934,1,1,2024-05-02T13:43:30.241Z,danielle43@example.net,0,1,0,0,0,0,0.03287671232876721
C12935,1,0,2024-05-02T13:43:30.241Z,johnsonlinda@example.net,0,0,1,0,0,0,0.03150684931506853
C12936,0,0,2024-05-02T13:43:30.242Z,deannarivera@example.org,1,0,0,0,0,0,0.20273972602739732
C12937,0,0,2024-05-02T13:43:30.242Z,robert37@example.net,0,0,0,0,0,1,0.3321917808219179
C12938,1,0,2024-05-02T13:43:30.243Z,walterkenneth@example.net,0,0,0,0,1,0,0.7349315068493152
C12939,0,0,2024-05-02T13:43:30.244Z,christopher28@example.org,0,0,1,0,0,0,0.1184931506849316
C12940,0,1,2024-05-02T13:43:30.244Z,william17@example.net,1,0,0,0,0,0,0.8205479452054796
C12941,1,1,2024-05-02T13:43:30.245Z,nancyhunter@example.org,0,0,0,0,0,0,0.06643835616438354
C12942,0,1,2024-05-02T13:43:30.246Z,hugheswilliam@example.org,0,1,0,0,0,0,0.4308219178082191
C12943,1,0,2024-05-02T13:43:30.246Z,grogers@example.net,0,0,0,0,0,1,0.6164383561643836
C12944,0,1,2024-05-02T13:43:30.247Z,vgarner@example.com,0,1,0,0,0,0,0.6849315068493151
C12945,0,1,2024-05-02T13:43:30.248Z,johnmontoya@example.org,0,0,1,0,0,0,0.8184931506849316
C12946,0,0,2024-05-02T13:43:30.249Z,zacharyrodriguez@example.com,0,0,0,0,0,1,0.18219178082191778
C12947,1,1,2024-05-02T13:43:30.249Z,nelsonandrew@example.net,0,0,0,0,1,0,0.12739726027397258
C12948,1,0,2024-05-02T13:43:30.250Z,lucas47@example.com,0,0,0,0,0,1,0.9773972602739724
C12949,0,1,2024-05-02T13:43:30.251Z,vhale@example.com,0,0,0,1,0,0,0.5767123287671234
C12950,0,1,2024-05-02T13:43:30.251Z,melissagreer@example.com,0,0,0,0,1,0,0.5767123287671234
C12951,0,0,2024-05-02T13:43:30.252Z,julian41@example.net,0,0,0,0,0,1,0.7308219178082191
C12952,1,1,2024-05-02T13:43:30.253Z,charles59@example.net,0,0,0,1,0,0,0.28219178082191787
C12953,0,0,2024-05-02T13:43:30.253Z,craigadams@example.com,0,0,0,0,1,0,0.4308219178082191
C12954,1,0,2024-05-02T13:43:30.254Z,vanessablair@example.org,0,0,0,0,0,1,0.5664383561643835
C12955,0,0,2024-05-02T13:43:30.255Z,hansongary@example.com,0,0,0,0,0,1,0.41369863013698627
C12956,0,0,2024-05-02T13:43:30.255Z,andrewsamanda@example.net,0,1,0,0,0,0,0.1534246575342466
C12957,0,0,2024-05-02T13:43:30.256Z,pattersonlee@example.com,0,0,0,0,0,1,0.34794520547945207
C12958,1,1,2024-05-02T13:43:30.256Z,valdezkathryn@example.org,0,0,0,1,0,0,0.16369863013698627
C12959,1,1,2024-05-02T13:43:30.257Z,veronica63@example.com,0,1,0,0,0,0,0.11643835616438358
C12960,1,1,2024-05-02T13:43:30.258Z,saraboyd@example.com,0,0,0,0,0,1,0.7965753424657533
C12961,1,0,2024-05-02T13:43:30.258Z,yolandajohnson@example.com,0,0,1,0,0,0,0.1513698630136986
C12962,0,1,2024-05-02T13:43:30.259Z,jennifersingleton@example.com,0,0,0,0,0,1,0.6013698630136988
C12963,1,1,2024-05-02T13:43:30.259Z,mbaldwin@example.net,0,1,0,0,0,0,0.8780821917808219
C12964,1,1,2024-05-02T13:43:30.260Z,angelaquinn@example.com,0,1,0,0,0,0,0.2568493150684932
C12965,1,1,2024-05-02T13:43:30.261Z,nguyenchristopher@example.net,0,0,0,1,0,0,0.3335616438356164
C12966,0,1,2024-05-02T13:43:30.261Z,oguerra@example.net,0,0,1,0,0,0,0.5013698630136987
C12967,1,1,2024-05-02T13:43:30.262Z,pearsoneric@example.com,0,0,0,0,1,0,0.5335616438356166
C12968,0,0,2024-05-02T13:43:30.263Z,alexanderrich@example.net,1,0,0,0,0,0,0.41917808219178077
C12969,0,1,2024-05-02T13:43:30.264Z,jennifer92@example.net,1,0,0,0,0,0,0.8390410958904111
C12970,0,1,2024-05-02T13:43:30.264Z,flewis@example.org,0,0,0,0,0,1,0.3958904109589041
C12971,1,1,2024-05-02T13:43:30.265Z,meyerscynthia@example.org,0,1,0,0,0,0,0.8719178082191781
C12972,1,1,2024-05-02T13:43:30.265Z,william81@example.org,0,0,0,0,0,1,0.9691780821917808
C12973,1,0,2024-05-02T13:43:30.266Z,anthonycrawford@example.com,1,0,0,0,0,0,0.9801369863013698
C12974,1,1,2024-05-02T13:43:30.267Z,daniellemalone@example.com,1,0,0,0,0,0,0.3664383561643836
C12975,0,1,2024-05-02T13:43:30.267Z,nfoster@example.net,0,0,0,1,0,0,0.4089041095890411
C12976,0,0,2024-05-02T13:43:30.268Z,qwright@example.org,0,1,0,0,0,0,0.4465753424657535
C12977,1,1,2024-05-02T13:43:30.268Z,moranjennifer@example.com,0,0,0,1,0,0,0.7568493150684932
C12978,0,1,2024-05-02T13:43:30.269Z,dpeterson@example.org,0,0,0,1,0,0,0.3726027397260274
C12979,0,0,2024-05-02T13:43:30.270Z,melissa05@example.com,0,0,0,0,0,1,0.4945205479452055
C12980,1,1,2024-05-02T13:43:30.270Z,dhickman@example.org,0,0,1,0,0,0,0.5678082191780822
C12981,1,1,2024-05-02T13:43:30.271Z,kwang@example.net,0,0,0,1,0,0,0.017123287671232834
C12982,0,0,2024-05-02T13:43:30.271Z,monica78@example.com,1,0,0,0,0,0,0.3828767123287671
C12983,1,1,2024-05-02T13:43:30.272Z,nicholas33@example.net,0,0,0,0,1,0,0.4856164383561643
C12984,1,0,2024-05-02T13:43:30.272Z,andrewcruz@example.net,0,0,0,0,0,1,0.8239726027397261
C12985,1,1,2024-05-02T13:43:30.273Z,danielstone@example.org,0,1,0,0,0,0,0.017808219178082174
C12986,1,1,2024-05-02T13:43:30.274Z,shannonarcher@example.com,0,0,0,0,0,1,0.16712328767123297
C12987,0,1,2024-05-02T13:43:30.274Z,timothy09@example.net,0,0,0,0,1,0,0.19726027397260282
C12988,0,0,2024-05-02T13:43:30.275Z,angelarandall@example.com,0,0,0,0,0,1,0.9280821917808217
C12989,1,1,2024-05-02T13:43:30.276Z,timothyleblanc@example.com,0,0,1,0,0,0,0.8589041095890411
C12990,0,0,2024-05-02T13:43:30.276Z,jenna29@example.com,0,0,0,0,0,1,0.5493150684931507
C12991,0,1,2024-05-02T13:43:30.277Z,rojasgary@example.org,0,0,0,0,0,1,0.9657534246575343
C12992,1,1,2024-05-02T13:43:30.277Z,aaron12@example.net,0,0,0,0,1,0,0.6726027397260275
C12993,1,1,2024-05-02T13:43:30.278Z,sandra63@example.com,0,1,0,0,0,0,0.13767123287671246
C12994,0,1,2024-05-02T13:43:30.279Z,randy57@example.net,0,0,1,0,0,0,0.7705479452054795
C12995,0,0,2024-05-02T13:43:30.279Z,villanuevathomas@example.com,0,0,0,0,1,0,0.5773972602739725
C12996,0,1,2024-05-02T13:43:30.280Z,davidmedina@example.com,1,0,0,0,0,0,0.6938356164383561
C12997,0,1,2024-05-02T13:43:30.281Z,oolson@example.org,0,0,0,0,1,0,0.6253424657534248
C12998,1,1,2024-05-02T13:43:30.281Z,jonathan33@example.net,0,0,0,0,0,1,0.2082191780821918
C12999,0,0,2024-05-02T13:43:30.282Z,imiller@example.net,0,0,1,0,0,0,0.689041095890411
C13000,0,0,2024-05-02T13:43:30.282Z,johnsonlisa@example.net,0,0,1,0,0,0,0.08904109589041109
C13001,1,1,2024-05-02T13:43:30.283Z,jason95@example.com,0,0,0,0,0,1,0.6582191780821918
C13002,0,0,2024-05-02T13:43:30.283Z,lmartin@example.net,1,0,0,0,0,0,0.6438356164383563
C13003,1,0,2024-05-02T13:43:30.284Z,toddalvarez@example.net,0,0,0,1,0,0,0.8500000000000001
C13004,0,1,2024-05-02T13:43:30.285Z,martinezalexander@example.net,0,1,0,0,0,0,0.4363013698630138
C13005,1,0,2024-05-02T13:43:30.285Z,marthamccall@example.org,0,1,0,0,0,0,0.5294520547945205
C13006,1,0,2024-05-02T13:43:30.286Z,raymondjackson@example.com,0,1,0,0,0,0,0.3924657534246576
C13007,0,0,2024-05-02T13:43:30.286Z,nwhite@example.com,0,0,0,0,1,0,0.6842465753424658
C13008,1,1,2024-05-02T13:43:30.287Z,harrisrobert@example.com,0,1,0,0,0,0,0.10684931506849327
C13009,0,0,2024-05-02T13:43:30.287Z,veronicajohnson@example.net,0,0,0,0,0,1,0.6321917808219177
C13010,0,0,2024-05-02T13:43:30.288Z,jessicahansen@example.com,0,0,0,0,0,1,0.8520547945205479
C13011,0,1,2024-05-02T13:43:30.289Z,joshuafrederick@example.net,0,0,0,0,0,1,0.03150684931506853
C13012,1,0,2024-05-02T13:43:30.290Z,crystal22@example.com,0,0,1,0,0,0,0.571917808219178
C13013,1,1,2024-05-02T13:43:30.290Z,shaun45@example.org,0,0,0,1,0,0,0.752054794520548
C13014,1,1,2024-05-02T13:43:30.291Z,howellemily@example.org,0,0,0,0,1,0,0.9883561643835619
C13015,0,1,2024-05-02T13:43:30.292Z,matthewperry@example.net,0,1,0,0,0,0,0.2246575342465753
C13016,1,1,2024-05-02T13:43:30.292Z,melindabrown@example.org,0,0,0,0,1,0,0.09383561643835625
C13017,0,0,2024-05-02T13:43:30.293Z,katherinemartin@example.net,0,0,0,1,0,0,0.5458904109589042
C13018,0,0,2024-05-02T13:43:30.293Z,rebecca90@example.org,0,0,0,0,0,1,0.8801369863013699
C13019,0,0,2024-05-02T13:43:30.294Z,lopezdavid@example.org,0,0,0,0,0,1,0.5273972602739727
C13020,0,1,2024-05-02T13:43:30.295Z,wallacetina@example.com,0,0,0,0,1,0,0.5773972602739725
C13021,0,0,2024-05-02T13:43:30.295Z,elittle@example.org,0,0,0,1,0,0,0.3979452054794521
C13022,1,1,2024-05-02T13:43:30.296Z,smithadam@example.org,0,1,0,0,0,0,0.20684931506849313
C13023,1,0,2024-05-02T13:43:30.297Z,christopher75@example.org,0,0,0,0,1,0,0.45136986301369864
C13024,0,1,2024-05-02T13:43:30.298Z,kstone@example.org,0,0,0,0,0,1,0.4726027397260275
C13025,1,0,2024-05-02T13:43:30.298Z,robin05@example.com,0,0,0,0,0,1,0.9691780821917808
C13026,0,1,2024-05-02T13:43:30.299Z,brownjoseph@example.net,0,0,0,0,0,1,0.00205479452054802
C13027,1,1,2024-05-02T13:43:30.299Z,fishershannon@example.com,0,0,0,0,0,1,0.6390410958904109
C13028,1,0,2024-05-02T13:43:30.300Z,martinezkaren@example.com,0,0,0,0,0,1,0.7315068493150685
C13029,1,0,2024-05-02T13:43:30.301Z,williamdavis@example.org,0,1,0,0,0,0,0.5856164383561644
C13030,0,1,2024-05-02T13:43:30.301Z,david30@example.com,0,0,0,1,0,0,0.491095890410959
C13031,0,1,2024-05-02T13:43:30.302Z,elizabethcooper@example.org,1,0,0,0,0,0,0.4123287671232878
C13032,0,1,2024-05-02T13:43:30.303Z,lawrencereyes@example.org,0,0,0,0,0,1,0.8945205479452054
C13033,0,1,2024-05-02T13:43:30.304Z,xpierce@example.org,0,0,1,0,0,0,0.18904109589041096
C13034,0,1,2024-05-02T13:43:30.304Z,goldencody@example.com,0,0,0,0,0,0,0.06780821917808222
C13035,0,1,2024-05-02T13:43:30.305Z,gonzalesmarcus@example.com,0,0,1,0,0,0,0.13356164383561642
C13036,0,1,2024-05-02T13:43:30.306Z,jordanrachel@example.net,0,0,0,0,0,1,0.18150684931506844
C13037,0,1,2024-05-02T13:43:30.306Z,jcarter@example.org,0,0,1,0,0,0,0.34520547945205493
C13038,1,1,2024-05-02T13:43:30.307Z,fgarcia@example.org,0,0,0,0,0,1,0.7705479452054795
C13039,1,0,2024-05-02T13:43:30.308Z,simpsondavid@example.com,0,0,0,0,0,1,0.9383561643835616
C13040,1,0,2024-05-02T13:43:30.308Z,gregory65@example.com,0,0,0,1,0,0,0.3773972602739726
C13041,1,1,2024-05-02T13:43:30.309Z,hillsusan@example.net,0,0,1,0,0,0,0.6794520547945206
C13042,0,1,2024-05-02T13:43:30.310Z,williamsbarbara@example.net,1,0,0,0,0,0,0.3719178082191781
C13043,0,1,2024-05-02T13:43:30.310Z,melodytaylor@example.net,1,0,0,0,0,0,0.7513698630136987
C13044,1,1,2024-05-02T13:43:30.311Z,ricekaren@example.net,0,0,0,1,0,0,0.20342465753424666
C13045,1,0,2024-05-02T13:43:30.312Z,deannawaters@example.com,1,0,0,0,0,0,0.7958904109589042
C13046,1,0,2024-05-02T13:43:30.312Z,jrichardson@example.org,0,0,0,1,0,0,0.5582191780821919
C13047,1,1,2024-05-02T13:43:30.313Z,lutzjanet@example.org,0,1,0,0,0,0,0.6938356164383561
C13048,0,0,2024-05-02T13:43:30.314Z,ryan48@example.org,1,0,0,0,0,0,0.25479452054794516
C13049,0,0,2024-05-02T13:43:30.314Z,toddcontreras@example.org,0,0,0,1,0,0,0.24178082191780814
C13050,1,0,2024-05-02T13:43:30.315Z,brenda22@example.org,0,0,1,0,0,0,0.5431506849315069
C13051,0,1,2024-05-02T13:43:30.315Z,cwood@example.net,0,1,0,0,0,0,0.5410958904109588
C13052,1,0,2024-05-02T13:43:30.316Z,bryantlaura@example.net,1,0,0,0,0,0,0.7253424657534246
C13053,1,0,2024-05-02T13:43:30.317Z,kward@example.org,0,0,1,0,0,0,0.31643835616438354
C13054,1,1,2024-05-02T13:43:30.317Z,gambleeric@example.com,0,0,0,0,0,1,0.09041095890410955
C13055,1,0,2024-05-02T13:43:30.318Z,sherylclay@example.org,0,0,1,0,0,0,0.35068493150684943
C13056,1,1,2024-05-02T13:43:30.319Z,cvaldez@example.org,0,0,0,0,0,1,0.1095890410958904
C13057,1,1,2024-05-02T13:43:30.319Z,xmclean@example.com,0,0,0,0,0,1,0.14315068493150696
C13058,0,1,2024-05-02T13:43:30.320Z,tuckerandrew@example.org,0,0,0,0,0,1,0.9767123287671233
C13059,0,0,2024-05-02T13:43:30.321Z,linda03@example.com,0,0,0,0,1,0,0.15753424657534243
C13060,0,0,2024-05-02T13:43:30.322Z,yolanda12@example.org,1,0,0,0,0,0,0.9472602739726028
C13061,1,0,2024-05-02T13:43:30.322Z,danny83@example.net,0,0,0,1,0,0,0.5801369863013699
C13062,1,0,2024-05-02T13:43:30.323Z,jordanmichelle@example.net,0,0,0,1,0,0,0.9013698630136986
C13063,0,1,2024-05-02T13:43:30.323Z,sharonbrown@example.com,0,0,0,0,0,1,0.4821917808219178
C13064,1,0,2024-05-02T13:43:30.324Z,kellybryant@example.net,0,0,0,1,0,0,0.4253424657534246
C13065,1,0,2024-05-02T13:43:30.325Z,martinezmichelle@example.net,0,1,0,0,0,0,0.6691780821917808
C13066,0,1,2024-05-02T13:43:30.325Z,phyllisjackson@example.net,1,0,0,0,0,0,0.7986301369863014
C13067,1,1,2024-05-02T13:43:30.326Z,gardnerangela@example.com,1,0,0,0,0,0,0.34246575342465757
C13068,0,0,2024-05-02T13:43:30.327Z,haley59@example.net,0,0,0,0,0,1,0.5328767123287672
C13069,0,0,2024-05-02T13:43:30.327Z,nsingh@example.org,0,0,0,1,0,0,0.5089041095890412
C13070,0,1,2024-05-02T13:43:30.328Z,dwayne88@example.net,0,0,0,0,0,1,0.28356164383561655
C13071,0,0,2024-05-02T13:43:30.329Z,david69@example.org,1,0,0,0,0,0,0.7575342465753425
C13072,0,0,2024-05-02T13:43:30.329Z,angela59@example.net,0,0,0,0,0,1,0.3979452054794521
